2.3075,0.0094544,0.48742,1.3413,0.46641,0.32221,0.77202,0.4177,0.21906,0.44093,0.33455,0.20052,0.30428,0.30208,0.24302,0.30067,0.33478,0.32316,0.36043,0.39839,0.40649,0.42989,0.45715,0.46652,0.47726,0.49015,0.49308,0.49338,0.49454,0.49091,0.48494,0.47968,0.47293,0.46532,0.45879,0.45266,0.44687,0.44243,0.43912,0.43668,0.43546,0.43533,0.43598,0.43742,0.43951,0.44198,0.44472,0.44761,0.45046,0.45318,0.45569,0.45791,0.4598,0.46135,0.46256,0.46344,0.46403,0.46437,0.4645,0.46449,0.46437,0.4642,0.46402,0.46387,0.46378,0.46377,0.46386,0.46406,0.46436,0.46477,0.46528,0.46587,0.46652,0.46723,0.46798,0.46875,0.46953,0.47031,0.47107,0.47181,0.47252,0.4732,0.47385,0.47446,0.47505,0.47561,0.47614,0.47666,0.47717,0.47767,0.47816,0.47866,0.47916,0.47966,0.48018,0.48071,0.48124,0.48179,0.48235,0.48292,0.4835,0.48408,0.48467,0.48526,0.48585,0.48645,0.48705,0.48764,0.48823,0.48883,0.48941,0.49,0.49058,0.49117,0.49175,0.49232,0.4929,0.49348,0.49405,0.49463
0.94922,-0.085916,0.23047,0.52911,0.18238,0.1091,0.27093,0.13616,0.060157,0.15105,0.11956,0.077704,0.12787,0.13876,0.12704,0.15909,0.18144,0.18463,0.20478,0.22376,0.22965,0.23977,0.25011,0.25248,0.25442,0.25656,0.2545,0.25121,0.24827,0.2437,0.23854,0.23407,0.22952,0.22514,0.22169,0.21887,0.21663,0.21527,0.21466,0.21461,0.21518,0.21625,0.21763,0.21928,0.22109,0.22293,0.22473,0.22643,0.22796,0.22928,0.23038,0.23125,0.23188,0.23231,0.23255,0.23263,0.23258,0.23245,0.23226,0.23205,0.23184,0.23165,0.23152,0.23144,0.23143,0.23149,0.23163,0.23183,0.23209,0.23241,0.23277,0.23317,0.23358,0.23401,0.23443,0.23486,0.23527,0.23566,0.23604,0.23639,0.23672,0.23703,0.23732,0.23759,0.23785,0.2381,0.23834,0.23857,0.23881,0.23904,0.23928,0.23953,0.23978,0.24004,0.2403,0.24058,0.24086,0.24114,0.24143,0.24173,0.24202,0.24232,0.24262,0.24292,0.24323,0.24353,0.24382,0.24412,0.24442,0.24471,0.245,0.24529,0.24558,0.24587,0.24615,0.24644,0.24673,0.24702,0.2473,0.24759
1.5381,-0.66629,-0.062089,0.79183,-0.065011,-0.13108,0.39317,0.084935,-0.050661,0.22712,0.15816,0.060501,0.19339,0.205,0.15362,0.21353,0.2405,0.21678,0.23945,0.25912,0.24744,0.2517,0.26027,0.25233,0.24838,0.24911,0.24252,0.23633,0.23374,0.22876,0.22368,0.22113,0.21842,0.21581,0.21486,0.21444,0.21423,0.21495,0.21616,0.21746,0.21914,0.22101,0.2228,0.22456,0.22627,0.22775,0.22902,0.23011,0.23094,0.23153,0.23194,0.23216,0.23222,0.23216,0.23202,0.23183,0.23162,0.23141,0.23124,0.23111,0.23104,0.23104,0.23111,0.23126,0.23147,0.23174,0.23206,0.23243,0.23282,0.23324,0.23366,0.23409,0.23451,0.23492,0.23531,0.23568,0.23603,0.23635,0.23666,0.23695,0.23722,0.23747,0.23772,0.23796,0.2382,0.23843,0.23867,0.23891,0.23915,0.2394,0.23966,0.23993,0.2402,0.24048,0.24077,0.24106,0.24135,0.24165,0.24195,0.24225,0.24255,0.24285,0.24315,0.24345,0.24374,0.24404,0.24433,0.24462,0.24491,0.2452,0.24549,0.24577,0.24606,0.24634,0.24663,0.24692,0.24721,0.2475,0.24779,0.24808
1.1784,0.099642,0.04356,0.56453,0.27178,0.044161,0.29334,0.2239,0.074263,0.17913,0.18512,0.10854,0.15091,0.17799,0.1493,0.169,0.19577,0.19065,0.20114,0.22036,0.22293,0.22788,0.23831,0.2406,0.2412,0.24447,0.24412,0.24176,0.24066,0.23832,0.23482,0.23209,0.22935,0.2263,0.22393,0.22206,0.22038,0.2193,0.21879,0.21861,0.21884,0.21948,0.22034,0.2214,0.22263,0.2239,0.22517,0.2264,0.22755,0.22857,0.22946,0.2302,0.23079,0.23123,0.23155,0.23176,0.23187,0.23191,0.2319,0.23187,0.23183,0.2318,0.23179,0.23181,0.23188,0.23199,0.23215,0.23235,0.2326,0.23288,0.2332,0.23354,0.2339,0.23427,0.23464,0.23502,0.23539,0.23575,0.23609,0.23643,0.23675,0.23705,0.23735,0.23763,0.2379,0.23817,0.23842,0.23868,0.23893,0.23918,0.23944,0.23969,0.23995,0.24022,0.24049,0.24076,0.24104,0.24132,0.24161,0.2419,0.24219,0.24249,0.24278,0.24308,0.24338,0.24367,0.24397,0.24426,0.24456,0.24485,0.24514,0.24543,0.24572,0.24601,0.2463,0.24659,0.24688,0.24717,0.24745,0.24774
1.6189,-0.24125,0.030819,0.74749,0.15888,-0.020896,0.36856,0.16626,0.0021339,0.1908,0.15339,0.056495,0.14346,0.16339,0.1214,0.16346,0.19446,0.18281,0.20347,0.22793,0.22735,0.23581,0.24924,0.2494,0.25003,0.25398,0.25168,0.24788,0.24611,0.24203,0.2369,0.23319,0.22923,0.22504,0.22203,0.21961,0.21748,0.21628,0.2158,0.21573,0.21625,0.21727,0.21852,0.22002,0.2217,0.22338,0.22502,0.22659,0.228,0.22921,0.23024,0.23105,0.23165,0.23207,0.23232,0.23242,0.23241,0.23231,0.23217,0.232,0.23184,0.2317,0.2316,0.23156,0.23158,0.23166,0.23181,0.23202,0.23228,0.23259,0.23295,0.23333,0.23373,0.23414,0.23455,0.23496,0.23536,0.23574,0.23611,0.23645,0.23678,0.23709,0.23737,0.23765,0.23791,0.23816,0.23841,0.23865,0.23889,0.23913,0.23937,0.23962,0.23987,0.24013,0.2404,0.24068,0.24095,0.24124,0.24153,0.24182,0.24212,0.24242,0.24272,0.24302,0.24332,0.24362,0.24391,0.24421,0.2445,0.2448,0.24509,0.24538,0.24567,0.24596,0.24624,0.24653,0.24682,0.24711,0.24739,0.24768
1.3212,-0.71076,0.29554,0.79915,-0.053679,0.066453,0.409,0.05302,0.011317,0.22276,0.1021,0.046788,0.16278,0.14459,0.11348,0.17638,0.19199,0.18055,0.213,0.232,0.22887,0.2427,0.2543,0.25178,0.25419,0.2574,0.25303,0.24942,0.24726,0.24187,0.23648,0.23261,0.228,0.22364,0.22067,0.21809,0.21599,0.21499,0.21464,0.21473,0.2155,0.21673,0.21818,0.21989,0.22174,0.22355,0.22531,0.22696,0.22842,0.22965,0.23068,0.23146,0.23201,0.23238,0.23256,0.23259,0.23251,0.23236,0.23216,0.23194,0.23174,0.23157,0.23146,0.2314,0.23142,0.23151,0.23167,0.23189,0.23218,0.23251,0.23288,0.23329,0.2337,0.23413,0.23456,0.23498,0.23538,0.23577,0.23613,0.23648,0.2368,0.2371,0.23739,0.23766,0.23791,0.23815,0.23839,0.23863,0.23886,0.2391,0.23934,0.23959,0.23984,0.2401,0.24037,0.24065,0.24093,0.24122,0.24151,0.2418,0.2421,0.2424,0.2427,0.243,0.2433,0.2436,0.2439,0.2442,0.24449,0.24478,0.24508,0.24537,0.24565,0.24594,0.24623,0.24652,0.2468,0.24709,0.24738,0.24767
1.0478,-0.25308,-0.015171,0.56871,0.18131,0.050634,0.35653,0.23338,0.11524,0.25915,0.2407,0.16462,0.22161,0.23239,0.1924,0.21236,0.22659,0.20849,0.21389,0.22441,0.21756,0.21811,0.22433,0.22229,0.22157,0.22467,0.22429,0.22343,0.22469,0.2247,0.22403,0.2244,0.22446,0.22405,0.22413,0.22424,0.22411,0.2242,0.2244,0.22451,0.22471,0.22502,0.22529,0.2256,0.22597,0.22633,0.22669,0.22707,0.22744,0.2278,0.22815,0.22849,0.2288,0.22911,0.2294,0.22968,0.22994,0.2302,0.23045,0.23069,0.23094,0.23118,0.23142,0.23166,0.23191,0.23216,0.23242,0.23268,0.23295,0.23322,0.2335,0.23378,0.23406,0.23434,0.23463,0.23492,0.2352,0.23549,0.23578,0.23607,0.23635,0.23663,0.23692,0.2372,0.23748,0.23776,0.23804,0.23832,0.2386,0.23888,0.23915,0.23943,0.23971,0.24,0.24028,0.24056,0.24084,0.24113,0.24141,0.2417,0.24198,0.24227,0.24256,0.24284,0.24313,0.24342,0.24371,0.244,0.24429,0.24458,0.24487,0.24516,0.24545,0.24574,0.24603,0.24632,0.24661,0.2469,0.24719,0.24748
0.45994,-0.30483,0.12507,0.36661,0.069086,0.061581,0.22326,0.11931,0.093906,0.1914,0.17039,0.15125,0.20334,0.21073,0.20144,0.22707,0.23811,0.23331,0.24301,0.24928,0.24502,0.24576,0.24669,0.24196,0.23866,0.23656,0.23211,0.22816,0.22555,0.22244,0.21973,0.21819,0.21691,0.21604,0.21599,0.21634,0.21695,0.21802,0.21931,0.22068,0.22216,0.22365,0.22505,0.22634,0.22751,0.22849,0.2293,0.22993,0.23039,0.2307,0.23087,0.23094,0.23092,0.23086,0.23076,0.23065,0.23056,0.2305,0.23048,0.23051,0.23059,0.23073,0.23093,0.23117,0.23146,0.23179,0.23214,0.23252,0.23291,0.2333,0.23369,0.23407,0.23445,0.23481,0.23515,0.23547,0.23578,0.23607,0.23635,0.23662,0.23688,0.23713,0.23737,0.23762,0.23786,0.23811,0.23836,0.23862,0.23888,0.23914,0.23941,0.23969,0.23997,0.24026,0.24055,0.24084,0.24113,0.24143,0.24173,0.24202,0.24232,0.24262,0.24291,0.2432,0.24349,0.24378,0.24407,0.24436,0.24465,0.24494,0.24522,0.24551,0.2458,0.24608,0.24637,0.24666,0.24695,0.24724,0.24753,0.24782
1.2278,-0.076143,-0.073075,0.44502,0.19239,0.00021203,0.25953,0.19527,0.071041,0.1926,0.2052,0.13951,0.18882,0.21676,0.18964,0.209,0.23146,0.22184,0.2276,0.24057,0.23702,0.23648,0.24145,0.23893,0.23577,0.236,0.23342,0.22983,0.22825,0.22609,0.2234,0.22193,0.22075,0.21949,0.21898,0.21893,0.21897,0.21943,0.22022,0.22107,0.22208,0.22321,0.22431,0.22538,0.22642,0.22736,0.22817,0.22887,0.22945,0.22989,0.23023,0.23048,0.23063,0.23073,0.23078,0.2308,0.23081,0.23082,0.23085,0.23091,0.23099,0.23112,0.23129,0.23149,0.23173,0.232,0.2323,0.23263,0.23297,0.23332,0.23367,0.23403,0.23439,0.23473,0.23507,0.2354,0.23572,0.23602,0.23631,0.2366,0.23687,0.23714,0.2374,0.23766,0.23791,0.23817,0.23843,0.23869,0.23895,0.23921,0.23948,0.23976,0.24003,0.24032,0.2406,0.24089,0.24118,0.24147,0.24176,0.24206,0.24235,0.24264,0.24294,0.24323,0.24352,0.24381,0.2441,0.24439,0.24468,0.24497,0.24526,0.24555,0.24583,0.24612,0.24641,0.2467,0.24699,0.24728,0.24757,0.24786
1.3987,0.12542,-0.09686,0.5412,0.26896,-0.059541,0.22623,0.17855,-0.015607,0.1088,0.14296,0.055557,0.10822,0.15804,0.13247,0.15922,0.20059,0.20043,0.21418,0.24018,0.24496,0.24944,0.26071,0.26192,0.25956,0.26042,0.2572,0.25115,0.24683,0.24158,0.23514,0.23001,0.22546,0.22093,0.21759,0.21529,0.21354,0.21273,0.21282,0.21343,0.21459,0.21626,0.21815,0.22019,0.22232,0.22438,0.22629,0.22803,0.22952,0.23074,0.23169,0.23238,0.23282,0.23304,0.23308,0.23298,0.23277,0.2325,0.2322,0.23191,0.23165,0.23145,0.23132,0.23126,0.2313,0.23141,0.23161,0.23187,0.2322,0.23258,0.23299,0.23343,0.23388,0.23433,0.23478,0.23521,0.23563,0.23602,0.23638,0.23672,0.23703,0.23732,0.23759,0.23784,0.23809,0.23832,0.23855,0.23877,0.239,0.23924,0.23947,0.23972,0.23997,0.24024,0.24051,0.24079,0.24107,0.24136,0.24166,0.24196,0.24226,0.24256,0.24287,0.24317,0.24347,0.24377,0.24407,0.24437,0.24466,0.24495,0.24524,0.24553,0.24582,0.24611,0.24639,0.24668,0.24696,0.24725,0.24754,0.24783
